lfd;participant;tnid;gilt;group;group14;category;itemId;item;regionId;elapsedTime;timeinterval;rt_corr;rt_mod;speed;adinterval;wds;addwds;proctbywd;proctbywdavg;addproct;addproctbywds;proctbychar;addproctbychar;char;addchar;target;string;explique;;;;;
1528;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_6;349619;3051;-592.813625769516;3051;0,0216322517207473;0;10;0;2233;1410;0;0;1490;0;66;0;-9; die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.;;;;;;
1529;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_7;351016;1397;-865.299728206496;1397;0,0257695060844667;0;5;0;2045;1291;0;0;1251;0;36;0;-9; Wenn sie jedoch unkooperativ waren,;;;;;;
1530;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem04;Fi;09Fillerem04_8;355680;4664;1250.43869049099;4664;0,0130789022298456;0;10;0;3414;2155;0;0;2465;0;61;0;-9; war die sich ergebende Kakophonie ein Angriff auf die Sinne.;;;;;;
1531;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_fixation;356382;702;51.4664856170259;702;0,00142450142450142;0;1;0;5139;3243;0;0;22632;0;1;0;-9;X;;;;;;
1532;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_0;365891;9509;5358.63127845738;9509;0,0080975917551793;0;10;0;6961;4393;0;0;3981;0;77;0;-9;Esra wollte ihren ehemaligen Arbeitgeber vor Gericht in Frikassee verwandeln.;;;;;;
1533;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_1;372022;6131;645.167844146457;6131;0,0172891861034089;0;17;0;2640;1666;0;0;1865;0;106;0;-9; Doch sie wusste nicht, dass die Firma sich von einem der gefährlichsten Raubtiere im Meer vertreten ließ.;;;;;;
1534;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_2;376194;4172;1126.84239650779;4172;0,0127037392138063;0;9;0;3393;2142;0;0;2538;0;53;0;-9; Keines seiner Opfer war je von ihm verschont worden.;;;;;;
1535;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_3;377302;1108;-601.694169181289;1108;0,0216606498194946;0;5;0;1622;1024;0;0;1488;0;24;0;-9; Der Anwalt war ein Hai.;;;;;;
1536;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem17;Fi;09Fillerem17_4;386351;9049;4069.72293991956;9049;0,0104983976129959;0;15;0;4416;2787;0;0;3071;0;95;0;-9; Wen er zwischen die Zähne bekam, der konnte damit rechnen, im Gerichtssaal zerfetzt zu werden.;;;;;;
1537;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_fixation;387196;845;194.466485617026;845;0,00118343195266272;0;1;0;6185;3904;0;0;27243;0;1;0;-9;X;;;;;;
1538;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_0;389615;2419;294.851661549806;2419;0,0136420008267879;0;5;0;3541;2235;0;0;2363;0;33;0;-9;Martin ist Autor von Kochbüchern.;;;;;;
1539;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_1;391861;2246;-62.3501914585968;2246;0,0164737310774711;0;6;0;2740;1729;0;0;1957;0;37;0;-9; Er kocht nicht nur aus Leidenschaft,;;;;;;
1540;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_2;393537;1676;-770.501581214899;1676;0,0238663484486874;0;6;0;2045;1291;0;0;1351;0;40;0;-9; sondern ist darin sogar etwas obsessiv.;;;;;;
1541;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_3;396394;2857;42.0947127682957;2857;0,0168008400420021;0;7;0;2988;1886;0;0;1919;0;48;0;-9; Daher lebt er in einer großen Wohngemeinschaft,;;;;;;
1542;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_4;398075;1681;-1410.20806674431;1681;0,0321237358715051;0;9;0;1367;863;0;0;1004;0;54;0;-9; damit er große Mengen für viele Menschen kochen kann.;;;;;;
1543;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_5;399025;950;-575.492316172886;950;0,0210526315789474;0;4;0;1739;1097;0;0;1531;0;20;0;-9; Heute gibt es Gans.;;;;;;
1544;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_6;400797;1772;-858.703434223302;1772;0,0248306997742664;0;7;0;1853;1170;0;0;1298;0;44;0;-9; Schon an der geschlossenen Haustür kann man;;;;;;
1545;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_7;402040;1243;-282.492316172886;1243;0,0160901045856798;0;3;0;3033;1914;0;0;2004;0;20;0;-9; den Braten riechen.;;;;;;
1546;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_8;404299;2259;-1200.61177276111;2259;0,0274457724656928;0;10;0;1654;1044;0;0;1175;0;62;0;-9; Martin erfindet täglich neue Rezepte und es kommt selten vor,;;;;;;
1547;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_9;405992;1693;-431.148338450194;1693;0,019492025989368;0;5;0;2479;1564;0;0;1654;0;33;0;-9; dass es jemanden nicht schmeckt.;;;;;;
1548;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_10;408018;2026;-374.451117962798;2026;0,0192497532082922;0;7;0;2119;1337;0;0;1675;0;39;0;-9; Daher lädt er auch gerne Gourmets ein,;;;;;;
1549;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc16;Fi;09Fillerlc16_11;409762;1744;-610.400654710698;1744;0,0217889908256881;0;6;0;2128;1343;0;0;1480;0;38;0;-9; die spannend über Essen reden können.;;;;;;
1550;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_fixation;410282;520;-130.533514382974;520;0,00192307692307692;0;1;0;3806;2402;0;0;16765;0;1;0;-9;X;;;;;;
1551;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_0;411730;1448;106.709536835516;1448;0,0110497237569061;0;3;0;3533;2230;0;0;2918;0;16;0;-9;Inge liebte es, ;;;;;;
1552;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_1;414410;2680;-1378.26779503842;2680;0,0279850746268657;0;11;0;1783;1126;0;0;1152;0;75;0;-9;an den Wochenenden die Flohmärkte nach second hand Kleidung zu durchstöbern;;;;;;
1553;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_2;416453;2043;-127.198801702295;2043;0,0166421928536466;0;5;0;2991;1888;0;0;1937;0;34;0;-9; und auf Schnäppchenjagd zu gehen.;;;;;;
1554;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_3;418384;1931;405.507683827114;1931;0,0103573278094252;0;3;0;4712;2974;0;0;3113;0;20;0;-9; Von der Verkäuferin;;;;;;
1555;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_4;420246;1862;-354.249264954396;1862;0,018796992481203;0;5;0;2726;1720;0;0;1715;0;35;0;-9; wurde ihr der Spiegel vorgehalten,;;;;;;
1556;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc21;Fi;09Fillerlc21_5;422528;2282;-855.258529996409;2282;0,0241016652059597;0;9;0;1856;1171;0;0;1338;0;55;0;-9; während sie geschickt mit ihr um den Preis feilschte. ;;;;;;
1557;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_fixation;423267;739;88.4664856170259;739;0,0013531799729364;0;1;0;5409;3414;0;0;23825;0;1;0;-9;X;;;;;;
1558;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_0;426642;3375;-84.6117727611131;3375;0,0183703703703704;0;9;0;2745;1733;0;0;1755;0;62;0;-9;Helen hatte acht Jahre an der medizinischen Fakultät verbracht;;;;;;
1559;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_1;429674;3032;-381.561309509013;3032;0,0201187335092348;0;9;0;2466;1556;0;0;1602;0;61;0;-9; und weitere vier Jahre mit der Ausbildung zur Herzchirurgin,;;;;;;
1560;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_2;431292;1618;-552.198801702295;1618;0,0210135970333745;0;6;0;1974;1246;0;0;1534;0;34;0;-9; bevor sie ihren ersten Job bekam.;;;;;;
1561;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_3;433706;2414;-1690.31825829052;2414;0,0314830157415079;0;12;0;1473;929;0;0;1024;0;76;0;-9; Trotz dieser langen Zeit hat sie ihre Entscheidungen nie in Frage gestellt.;;;;;;
1562;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_4;434809;1103;-1389.552044467;1103;0,0371713508612874;0;7;0;1153;728;0;0;867;0;41;0;-9; Schon als Kind wollte sie Ärztin werden.;;;;;;
1563;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_5;438407;3598;46.2873007346857;3598;0,0177876598110061;0;10;0;2634;1662;0;0;1812;0;64;0;-9; Am stärksten fühlte Helen sich immer zu Beginn einer Operation,;;;;;;
1564;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_6;440365;1958;-810.854823979604;1958;0,0240040858018386;0;8;0;1792;1131;0;0;1343;0;47;0;-9; wenn sie ihr Skalpell nahe am Herzen ansetzte,;;;;;;
1565;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc03;Fi;09Fillerlc03_7;442431;2066;-656.804360727503;2066;0,0222652468538238;0;7;0;2160;1364;0;0;1448;0;46;0;-9; das Leben ihrer PatientInnen in ihren Händen.;;;;;;
1566;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_fixation;442933;502;-148.533514382974;502;0,00199203187250996;0;1;0;3675;2319;0;0;16184;0;1;0;-9;X;;;;;;
1567;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_0;444943;2010;254.25536756661;2010;0,0124378109452736;0;4;0;3678;2322;0;0;2592;0;25;0;-9;Lea hatte sich angewöhnt,;;;;;;
1568;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_1;452431;7488;3798.13591097838;7488;0,00894764957264957;0;11;0;4983;3145;0;0;3603;0;67;0;-9; ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,;;;;;;
1569;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_2;457328;4897;101.924792927967;4897;0,0185828057994691;0;12;0;2987;1885;0;0;1735;0;91;0;-9; seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.;;;;;;
1570;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_3;460370;3042;-463.662236013214;3042;0,0207100591715976;0;9;0;2474;1562;0;0;1557;0;63;0;-9; Er empfand sein neues Leben hingegen durchaus als Bereicherung;;;;;;
1571;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_4;461194;824;-885.694169181289;824;0,029126213592233;0;4;0;1508;952;0;0;1107;0;24;0;-9; und hatte keine Ahnung,;;;;;;
1572;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_5;462233;1039;-624.643705929188;1039;0,0221366698748797;0;4;0;1901;1200;0;0;1456;0;23;0;-9; warum sie ihm vorwarf,;;;;;;
1573;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_6;463917;1684;-854.6025077191;1684;0,0249406175771971;0;7;0;1761;1111;0;0;1293;0;42;0;-9; er würde das Gold der Familie versilbern.;;;;;;
1574;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem14;Fi;09Fillerem14_7;466770;2853;-698.712699265314;2853;0,0224325271643884;0;11;0;1899;1198;0;0;1437;0;64;0;-9; Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.;;;;;;
1575;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_fixation;467769;999;348.466485617026;999;0,001001001001001;0;1;0;7313;4615;0;0;32208;0;1;0;-9;X;;;;;;
1576;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_0;470428;2659;120.3974922809;2659;0,0157954118089507;0;7;0;2781;1755;0;0;2041;0;42;0;-9;Peter kaufte sich vor kurzem eine Ukulele.;;;;;;
1577;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_1;473012;2584;-1290.06594203002;2584;0,0274767801857585;0;12;0;1576;995;0;0;1173;0;71;0;-9; Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.;;;;;;
1578;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_2;474712;1700;-562.299728206496;1700;0,0211764705882353;0;6;0;2074;1309;0;0;1522;0;36;0;-9; Sogar den Nachbarn gefiel die Idee.;;;;;;
1579;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_3;476516;1804;-964.854823979604;1804;0,0260532150776053;0;8;0;1651;1042;0;0;1237;0;47;0;-9; Er verbrachte ohne Mühe viel Zeit beim Spielen;;;;;;
1580;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_4;478361;1845;-693.6025077191;1845;0,0227642276422764;0;8;0;1688;1065;0;0;1416;0;42;0;-9; und der Klang im Wohnzimmer war sehr gut.;;;;;;
1581;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_5;479598;1237;-933.198801702295;1237;0,0274858528698464;0;5;0;1811;1143;0;0;1173;0;34;0;-9; Dieses hatte eine tolle Resonanz.;;;;;;
1582;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_6;481844;2246;-246.552044467;2246;0,0182546749777382;0;5;0;3288;2075;0;0;1766;0;41;0;-9; Seither veranstaltet er kleine Konzerte,;;;;;;
1583;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_7;483382;1538;-1276.9052872317;1538;0,0312093628088427;0;7;0;1608;1015;0;0;1033;0;48;0;-9; was den Zusammenhalt unter den Nachbarn stärkt.;;;;;;
1584;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc13;Fi;09Fillerlc13_8;487902;4520;-44.8228908115289;4520;0,0190265486725664;0;11;0;3008;1898;0;0;1694;0;86;0;-9; Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.;;;;;;
1585;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_fixation;488624;722;71.4664856170259;722;0,00138504155124654;0;1;0;5285;3336;0;0;23277;0;1;0;-9;X;;;;;;
1586;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_0;490560;1936;-326.299728206496;1936;0,018595041322314;0;6;0;2362;1491;0;0;1734;0;36;0;-9;Ronja ist in den Bergen aufgewachsen;;;;;;
1587;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_1;493615;3055;-680.914552273717;3055;0,0222585924713584;0;9;0;2485;1568;0;0;1448;0;68;0;-9; und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.;;;;;;
1588;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_2;495278;1663;-369.047411945993;1663;0,0186410102224895;0;5;0;2435;1537;0;0;1730;0;31;0;-9; Abends, nach einem langen Tag,;;;;;;
1589;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_3;497225;1947;-775.804360727503;1947;0,0236260914227016;0;6;0;2375;1499;0;0;1365;0;46;0;-9; beschäftigt sie sich auch gerne künstlerisch,;;;;;;
1590;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_4;498426;1201;-324.492316172886;1201;0,0166527893422148;0;3;0;2930;1850;0;0;1936;0;20;0;-9; stellt Figuren her.;;;;;;
1591;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_5;500038;1612;-696.350191458597;1612;0,0229528535980149;0;6;0;1967;1241;0;0;1405;0;37;0;-9; Zuletzt hat sie einen Luchs gemacht.;;;;;;
1592;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_6;501941;1903;-451.400654710698;1903;0,0199684708355229;0;6;0;2322;1465;0;0;1615;0;38;0;-9; Der ist aus demselben Holz geschnitzt;;;;;;
1593;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_7;504124;2183;-677.955750483805;2183;0,0224461749885479;0;8;0;1997;1261;0;0;1436;0;49;0;-9; wie das Nachtkästchen, dass sie sich gebaut hat.;;;;;;
1594;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_8;506490;2366;-863.35945650061;2366;0,0240912933220626;0;8;0;2165;1366;0;0;1338;0;57;0;-9; Ronja hat über die Jahre vielerlei Fertigkeiten erlernt.;;;;;;
1595;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_9;508694;2204;-196.451117962798;2204;0,0176950998185118;0;7;0;2305;1455;0;0;1822;0;39;0;-9; Sie sehnt sich jedoch auch nach Neuem.;;;;;;
1596;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerlc07;Fi;09Fillerlc07_10;511035;2341;-612.056676988006;2341;0,0217855617257582;0;9;0;1904;1202;0;0;1480;0;51;0;-9; Ihr großes Ziel ist eine Reise durch die Mongolei.;;;;;;
1597;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_fixation;511577;542;-108.533514382974;542;0,0018450184501845;0;1;0;3967;2504;0;0;17474;0;1;0;-9;X;;;;;;
1598;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_0;514695;3118;72.8423965077923;3118;0,0169980756895446;0;7;0;3261;2058;0;0;1897;0;53;0;-9;Die Gefühle seiner Mitmenschen berührten Simon nicht.;;;;;;
1599;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_1;517171;2476;-108.652970971201;2476;0,0173667205169628;0;8;0;2266;1430;0;0;1856;0;43;0;-9; Wenn jemand um ihn herum zu emotional war,;;;;;;
1600;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_2;518703;1532;6.50768382711362;1532;0,0130548302872063;0;4;0;2804;1769;0;0;2470;0;20;0;-9; wurde er zum Stein.;;;;;;
1601;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_3;520222;1519;-328.845558937591;1519;0,0177748518762344;0;5;0;2224;1404;0;0;1814;0;27;0;-9; Er war kein guter Zuhörer,;;;;;;
1602;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_4;522784;2562;-1127.86408902162;2562;0,0261514441842311;0;10;0;1875;1184;0;0;1233;0;67;0;-9; der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.;;;;;;
1603;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillersm25;Fi;09Fillersm25_5;525721;2937;-1489.67150105523;2937;0,0282601293837249;0;12;0;1792;1131;0;0;1141;0;83;0;-9; Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ;;;;;;
1604;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_fixation;526250;529;-121.533514382974;529;0,00189035916824197;0;1;0;3872;2444;0;0;17055;0;1;0;-9;X;;;;;;
1605;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_0;528053;1803;-873.753897475402;1803;0,0249584026622296;0;9;0;1466;926;0;0;1292;0;45;0;-9;Anna und Luisa waren ein Herz und eine Seele.;;;;;;
1606;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_1;530205;2152;-1031.30899324851;2152;0,0260223048327138;0;9;0;1750;1105;0;0;1239;0;56;0;-9; Lange Zeit steuerten sie gemeinsam durch dick und dünn,;;;;;;
1607;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_2;532135;1930;-424.400654710698;1930;0,0196891191709845;0;7;0;2018;1274;0;0;1637;0;38;0;-9; bis sie eines Tages vom Kurs abkamen ;;;;;;
1608;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_3;532861;726;-891.593242677088;726;0,0303030303030303;0;3;0;1771;1118;0;0;1064;0;22;0;-9;und ihre Freundschaft ;;;;;;
1609;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;ZFIL;ZFIL;Z-other;09Fillerem22;Fi;09Fillerem22_4;533568;707;-956.643705929188;707;0,0325318246110325;0;4;0;1294;817;0;0;991;0;23;0;-9; den Bach runter ging. ;;;;;;
1610;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;EM;2EM;Z-other;EM18;18;EM18_fixation;534098;530;-120.533514382974;530;0,00188679245283019;0;1;0;3880;2449;0;0;17087;0;1;0;-9;X;;;;;;
1611;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;EM;2EM;Z-other;EM18;18;EM18_0;539444;5346;1287.73220496158;5346;0,0140291806958474;0;13;0;3010;1900;0;0;2298;0;75;0;-1;Was die Probleme in seinem Land anging, war Lars stets ein Träumer gewesen,;;;;;;
1612;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;EM;2EM;Z-other;EM18;18;EM18_1;541143;1699;-194.896022189692;1699;0,0164802825191289;5197;4;15;3109;1962;7622;1601;1956;5717;28;101;0; bis Xenia ihn wachrüttelte.;;;;;;
1613;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;EM;2EM;Z-other;EM18;18;EM18_2;544641;3498;-468.166868534221;3498;0,0208690680388794;0;11;0;2328;1469;0;0;1545;0;73;0;1; Seine Augen waren noch etwas verklebt, er schaute recht schläfrig drein.;;;;;;
1614;Tue Jul 13 2021 14:33:51 GMT+0200 (CEST);8;1;EM;2EM;Z-other;EM18;18;EM18_3;548330;3689;-92.9650155258182;3689;0,0187042558959067;0;11;0;2455;1549;0;0;1724;0;69;0;2; Dennoch schien die Schlafenszeit nun zu ihrem Ende gekommen zu sein.;;;;;;
